Identifiant,Ancien_nom_officiel,Identifiant_du_nom_officiel,Nom_officiel,Type_entite,Latitude,Longitude,Feuillet_cartographique,Code_geographique,Municipalite,Designation,Date_decision,IDE,Origine_linguistique,Partie_specifique,Partie_generique,Sexe
111365,"Lac-du-Moulin",265921,"Domaine-du-Lac-du-Moulin",Secteur résidentiel,45.919721,-73.744444,31H13,63060,Sainte-Julienne,Municipalité,1990-10-19,0cca006d849c20c380a9007224040b4e,Français,Lac-du-Moulin,,
18746,"Domaine-François",265924,"Domaine-Saint-François",Secteur résidentiel,45.948888,-73.739721,31H13,63060,Sainte-Julienne,Municipalité,1990-10-19,0cca002c849c20c3ee75d47849221612,Français,Domaine-François,,
110504,"Domaine-McGill",265927,"Domaine-des-Lacs-Boisés",Centre de villégiature,45.965000,-73.751111,31H13,63060,Sainte-Julienne,Municipalité,1990-10-19,d089741ad1e311d892e2080020a0f4c9,Français,Domaine-McGill,,
16648,"Dadancour, Île",265933,"D'Adoncourt, Île",Île,45.261388,-74.186666,31G08,71040,Coteau-du-Lac,Ville,1990-11-30,785092a6d1e211d892e2080020a0f4c9,Français,Dadancour,Île,
25531,"Giroux, Île",265933,"D'Adoncourt, Île",Île,45.261388,-74.186666,31G08,71040,Coteau-du-Lac,Ville,1990-11-30,785092a6d1e211d892e2080020a0f4c9,Français,Giroux,Île,
106054,"Leduc, Bras",265957,"Leduc, Branche",Cours d'eau agricole,45.294444,-73.871943,31H05,70022,Beauharnois,Ville,1990-11-30,0cca0233849c20c399970b0957b60143,Français,Leduc,Bras,
6828,"Bonaventure, Petite rivière",265959,"Saint-Siméon, Rivière",Rivière,48.068332,-65.560277,22A04,05055,Saint-Siméon,Municipalité de paroisse,1991-02-01,741310a9d1e211d892e2080020a0f4c9,Français,Bonaventure,Petite rivière,
99026,"Rivière-Verte, Pont de la",265965,"Loubert, Pont des",Pont,48.187499,-66.005555,22B01,06005,Maria,Municipalité,1993-03-26,d094bebbd1e311d892e2080020a0f4c9,Français,Rivière-Verte,Pont de la,
174265,"Manoir, Ruisseau",266007,"Cousin, Ruisseau",Ruisseau,48.097499,-65.671666,22A04,05060,Caplan,Municipalité,1991-02-01,d0cda910d1e311d892e2080020a0f4c9,Français,Manoir,Ruisseau,
115887,"Pré, Le",266030,"Prée, La",Milieu humide,48.283610,-65.810555,22A05,05070,New Richmond,Ville,1991-02-01,d112c866d1e311d892e2080020a0f4c9,Français,Pré,Le,
47584,"Pécault, Mont",266031,"Pico, Mont",Mont,48.386883,-65.990227,22A05,05902,Rivière-Bonaventure,Territoire non organisé,1991-02-01,72998fe8d1e211d892e2080020a0f4c9,Français,Pécault,Mont,
41993,"Montagne du Pin Rouge, Rivière de la",266042,"Montagne du Pin Rouge, Ruisseau de la",Ruisseau,48.301111,-65.725832,22A05,05902,Rivière-Bonaventure,Territoire non organisé,1990-11-30,77422fcfd1e211d892e2080020a0f4c9,Français,Montagne du Pin Rouge,Rivière de la,
67858,"Anderson, Ruisseau",266056,"Henderson, Ruisseau",Ruisseau,48.323610,-65.736944,22A05,05902,Rivière-Bonaventure,Territoire non organisé,1990-11-30,0cca05c4849c20c3ba532d7b85cb6490,Anglais,Anderson,Ruisseau,
12481,"Charles-Vallée, Ruisseau",266192,"Charlie-Valley, Ruisseau",Ruisseau,48.522221,-66.105000,22B09,05902,Rivière-Bonaventure,Territoire non organisé,1990-11-30,0cca0c6c849c20c30e282ebf2885d1a2,Indifférencié,Charles-Vallée,Ruisseau,
52370,"Raquette, Lac",266361,"Roquet, Lac",Lac,45.896110,-74.921943,31G15,80110,Namur,Municipalité,1990-10-19,86dacd7cd1e211d892e2080020a0f4c9,Français,Raquette,Lac,
266398,"Duvernay-Est, Marina de",,,Port de plaisance,45.651111,-73.601944,31H12,65005,Laval,Ville,2021-06-10,b68f2ca7d1e211d892e2080020a0f4c9,Français,Duvernay-Est,Marina de,H
266480,"Ad's Cove",266479,"Ad, Anse à",Anse,47.572221,-61.471666,11N11,01042,Grosse-Île,Municipalité,1990-10-19,7211c23dd1e211d892e2080020a0f4c9,Anglais,Ad's Cove,,
266483,"Lavender's Island",266482,"Lavender, Île",Île,47.615000,-61.441388,11N11,01042,Grosse-Île,Municipalité,1990-10-19,d2e083aed1e311d892e2080020a0f4c9,Anglais,Lavender's Island,,
266550,"Narrow's Point",266549,"Narrow, Pointe",Pointe,47.618888,-61.432221,11N11,01042,Grosse-Île,Municipalité,1990-10-19,0cca1614849c20c39469ef9d4847db74,Anglais,Narrow's Point,,
266564,"Cross, The",266563,"Croix, La",Lieu-dit,47.621110,-61.406388,11N11,01042,Grosse-Île,Municipalité,1990-10-19,aaa28045d1e211d892e2080020a0f4c9,Anglais,Cross,The,
266583,"Grosse-Île-North",266582,"Grosse-Île-Nord",Hameau,47.628054,-61.524999,11N12,01042,Grosse-Île,Municipalité,1990-10-19,b6f875d0d1e211d892e2080020a0f4c9,Français,Grosse-Île-North,,
25888,"Goose, Lac",266585,"Outardes, Lac aux",Étang,47.589444,-61.604444,11N12,01042,Grosse-Île,Municipalité,1990-10-19,a7018b7fd1e211d892e2080020a0f4c9,Anglais,Goose,Lac,
31891,"Keable, Mont",266606,"Kaeble, Mont",Mont,46.921629,-71.476368,21L14,22025,Saint-Gabriel-de-Valcartier,Municipalité,1991-08-02,72b0c16ad1e211d892e2080020a0f4c9,Anglais,Keable,Mont,H
76746,"Belorme, Ruisseau",266619,"Delorme, Ruisseau",Ruisseau,45.839721,-73.738888,31H13,63048,Saint-Lin–Laurentides,Ville,1990-10-19,76aea252d1e211d892e2080020a0f4c9,Français,Belorme,Ruisseau,
76763,"Domaine-Bernard",266627,"Domaine-de-la-Côte-Joseph",Secteur résidentiel,45.854166,-73.854722,31H13,63048,Saint-Lin–Laurentides,Ville,1990-10-19,d35628e8d1e311d892e2080020a0f4c9,Français,Domaine-Bernard,,
6111,"Blanc, Lac",266697,"Marne, Lac à",Lac,48.040833,-65.338055,22A03,05040,New Carlisle,Municipalité,1991-04-12,0cca1862849c20c3772f97e11d6ed95a,Français,Blanc,Lac,
31410,"Jonathan, Petit ruisseau",266906,"Little Jonathan, Ruisseau",Ruisseau,48.437499,-66.024721,22B08,05902,Rivière-Bonaventure,Territoire non organisé,1990-11-30,76b9ecf3d1e211d892e2080020a0f4c9,Français,Jonathan,Petit ruisseau,
38798,"Marcil, Petit ruisseau",266906,"Little Jonathan, Ruisseau",Ruisseau,48.437499,-66.024721,22B08,05902,Rivière-Bonaventure,Territoire non organisé,1990-11-30,76b9ecf3d1e211d892e2080020a0f4c9,Français,Marcil,Petit ruisseau,
31406,"Jonathan, Ruisseau",266908,"Big Jonathan, Ruisseau",Ruisseau,48.447377,-66.033166,22B08,05902,Rivière-Bonaventure,Territoire non organisé,1990-11-30,0cca1969849c20c3fa520ccb4859164d,Anglais,Jonathan,Ruisseau,
38797,"Marcil, Ruisseau",266908,"Big Jonathan, Ruisseau",Ruisseau,48.447377,-66.033166,22B08,05902,Rivière-Bonaventure,Territoire non organisé,1990-11-30,0cca1969849c20c3fa520ccb4859164d,Français,Marcil,Ruisseau,
79984,"Peine, Lac en",266914,"Domaine, Lac du",Lac,46.869166,-72.227221,31I16,35005,Notre-Dame-de-Montauban,Municipalité,1990-11-30,d38416bcd1e311d892e2080020a0f4c9,Français,Peine,Lac en,
94843,"Canards, Lac aux",267049,"Damase, Lac à",Étang,47.525832,-61.715000,11N12,01023,Les Îles-de-la-Madeleine,Municipalité,1991-02-01,a70d9970d1e211d892e2080020a0f4c9,Français,Canards,Lac aux,
36513,"Long, Lac",267344,"Baluchon, Lac du",Lac,46.468610,-73.032221,31I06,51060,Saint-Paulin,Municipalité,1991-02-01,87093080d1e211d892e2080020a0f4c9,Français,Long,Lac,
42135,"Montmorency, Forêt",267345,"Montmorency, Forêt d'enseignement et de recherche",Forêt d'enseignement et de recherche,47.287499,-71.133333,21M06,21904,Lac-Jacques-Cartier,Territoire non organisé,1991-02-01,0cca1dc5849c20c3175269e224b5c475,Français,Montmorency,Forêt,
29477,"Igussaaraq, Lac",267482,"Igussaaraup, Lac",Lac,60.255555,-69.720277,25C05,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,d43d2d9cd1e311d892e2080020a0f4c9,Inuktitut,Igussaaraq,Lac,
29485,"Ikkaruq, Lac",267486,"Ikkaruaq, Lac",Lac,60.259166,-69.862222,25C05,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,d4617e7fd1e311d892e2080020a0f4c9,Inuktitut,Ikkaruq,Lac,
267551,"Qikirtaujaup Kuunga",431035,"Qikirtaujaup Kuunga, Section",Section de cours d'eau,60.301944,-69.779443,25C05,99902,Rivière-Koksoak,Territoire non organisé,2017-03-03,0cca2011849c20c3756c32e6b2dd8611,Inuktitut,Qikirtaujaup Kuunga,,
267562,"Tukiluqi",431044,"Tukiluqi, Section",Section de cours d'eau,60.286110,-69.955555,25C05,99902,Rivière-Koksoak,Territoire non organisé,2017-03-03,0cca2053849c20c37c03e0eb6a456dcc,Inuktitut,Tukiluqi,,
44454,"Noire, Rivière",267801,"Blake, Rivière",Rivière,48.261400,-78.346394,32D08,86042,Rouyn-Noranda,Ville,1991-02-01,7429f40bd1e211d892e2080020a0f4c9,Français,Noire,Rivière,
26317,"Grande Baie, La",267987,"Maucôques, Anse des",Baie,47.434444,-61.770554,11N05,01023,Les Îles-de-la-Madeleine,Municipalité,1991-02-01,0cca225d849c20c3b37ac94618ceeaca,Français,Grande Baie,La,
1126,"Amarurtuuq, Lac",267993,"Amarurtuuq, Lacs",Lac,60.704722,-69.961666,25C12,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,0ceae9ed849c20c3eaacc270d0b707cc,Inuktitut,Amarurtuuq,Lac,
2237,"Arvavik, Caps",268008,"Arvavik, Pointe",Caps,60.544999,-69.683333,25C12,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,0cca22de849c20c32bdea9ab2868e4c8,Inuktitut,Arvavik,Caps,
51593,"Qaummajuuq, Lac",268044,"Kakkiniq, Lac",Lac,60.733333,-69.914722,25C12,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,875b2117d1e211d892e2080020a0f4c9,Inuktitut,Qaummajuuq,Lac,
51914,"Qullisalik, Carrière",268045,"Naujaaraarjuup Qullisajanga, Carrière",Carrière,60.562222,-69.666111,25C12,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,d4ea368bd1e311d892e2080020a0f4c9,Inuktitut,Qullisalik,Carrière,
62686,"Tikirqait, Pointe",268094,"Tikirqait Killiit, Pointe",Pointe,60.586944,-69.629721,25C12,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,79926192d1e211d892e2080020a0f4c9,Inuktitut,Tikirqait,Pointe,
57205,"Saint-Mathias",268097,"Saint-Mathias-sur-Richelieu",Municipalité de paroisse,45.466666,-73.266666,31H06,55065,Saint-Mathias-sur-Richelieu,Municipalité,1988-12-13,aba5bf8bd1e211d892e2080020a0f4c9,Français,Saint-Mathias,,
212678,"Saint-Mathias-sur-Richelieu",268097,"Saint-Mathias-sur-Richelieu",Municipalité de paroisse,45.466666,-73.266666,31H06,55065,Saint-Mathias-sur-Richelieu,Municipalité,1991-06-07,aba5bf8bd1e211d892e2080020a0f4c9,Français,Saint-Mathias-sur-Richelieu,,
55545,"Saint-Alphonse-de-Rodriguez",268104,"Saint-Alphonse-Rodriguez",Municipalité de paroisse,46.183333,-73.700000,31I04,62025,Saint-Alphonse-Rodriguez,Municipalité,1991-06-07,0cca2547849c20c38413d1f122e98424,Français,Saint-Alphonse-de-Rodriguez,,
1076,"Alright, Cap",268130,"Moine-Qui-Prie, Le",Cap,47.390833,-61.772777,11N05,01023,Les Îles-de-la-Madeleine,Municipalité,1991-02-01,a25ce33bd1e211d892e2080020a0f4c9,Anglais,Alright,Cap,
268131,"Bout de l'Échouerie, Le",268130,"Moine-Qui-Prie, Le",Cap,47.390833,-61.772777,11N05,01023,Les Îles-de-la-Madeleine,Municipalité,1991-02-01,a25ce33bd1e211d892e2080020a0f4c9,Français,Bout de l'Échouerie,Le,
20683,"Élie, Anse à",268134,"Nathaël, Anse à",Anse,47.390833,-61.783610,11N05,01023,Les Îles-de-la-Madeleine,Municipalité,1991-02-01,723f61f1d1e211d892e2080020a0f4c9,Français,Élie,Anse à,
150449,"La Macaza, Aéroport de",268148,"La Macaza, Aérodrome de",Aéroport,46.410000,-74.780277,31J07,79047,La Macaza,Municipalité,1990-11-30,0cca2658849c20c315bd7326ff29f8b2,Français,La Macaza,Aéroport de,
104204,"Braconnier, Cours d'eau",268260,"Branconnier, Cours d'eau",Cours d'eau agricole,46.351111,-73.234999,31I06,52090,Saint-Didace,Municipalité de paroisse,1991-02-01,d5abfffcd1e311d892e2080020a0f4c9,Français,Braconnier,Cours d'eau,
104206,"Dubois-Braconnier, Cours d'eau",268261,"Dubois-Branconnier, Cours d'eau",Cours d'eau agricole,46.354166,-73.247777,31I06,52090,Saint-Didace,Municipalité de paroisse,1991-02-01,a7b3766ed1e211d892e2080020a0f4c9,Français,Dubois-Braconnier,Cours d'eau,
2385,"Atanirtut, Étangs",268316,"Atanirtuut, Étangs",Étangs,60.813333,-69.683610,25C13,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,0cca29e9849c20c3525c5184d3fff8a4,Inuktitut,Atanirtut,Étangs,
2703,"Aussiivik, Lac",268318,"Auksiivik, Lac",Lac,60.835277,-69.829166,25C13,99889,Quaqtaq,Terres de catégorie 1 pour les Inuits,1993-10-21,d5e649e1d1e311d892e2080020a0f4c9,Inuktitut,Aussiivik,Lac,
59583,"Siarqituup Tasinga, Lac",268353,"Isurtuq, Lac",Lac,60.806388,-69.995833,25C13,99889,Quaqtaq,Terres de catégorie 1 pour les Inuits,1993-10-21,0ceaeaad849c20c38ce4ab56bc5aaa71,Inuktitut,Siarqituup Tasinga,Lac,
30406,"Isurtuq, Lac",268355,"Siarqituup, Lac",Lac,60.807222,-69.968888,25C13,99889,Quaqtaq,Terres de catégorie 1 pour les Inuits,1993-10-21,8788e7dbd1e211d892e2080020a0f4c9,Inuktitut,Isurtuq,Lac,
81929,"Kiinartalik, Pointe",268406,"Kiinaartalik, Pointe",Pointe,60.994444,-69.695833,25C13,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,79ccd287d1e211d892e2080020a0f4c9,Inuktitut,Kiinartalik,Pointe,
55099,"Rupert, Rivière de",268512,"Rupert, Rivière",Rivière,51.493333,-78.750277,32M07,99060,Eeyou Istchee Baie-James,Gouvernement régional,1991-02-01,d695c3d0d1e311d892e2080020a0f4c9,Anglais,Rupert,Rivière de,
29868,"Imilik, Camp",268566,"Imilimmiut, Camp",Camp saisonnier,60.782499,-69.426110,25C14,99902,Rivière-Koksoak,Territoire non organisé,1993-10-21,ad041729d1e211d892e2080020a0f4c9,Inuktitut,Imilik,Camp,
76644,"Corbeil, Îles",268610,"Corbeil, Île",Îles,45.579999,-73.847777,31H12,72005,Saint-Eustache,Ville,2000-03-29,d6d9d1b6d1e311d892e2080020a0f4c9,Français,Corbeil,Îles,
268632,"Yale, Îles",268631,"Yale, Île",Îles,45.576110,-73.855277,31H12,72005,Saint-Eustache,Ville,2000-03-29,78c54d80d1e211d892e2080020a0f4c9,Anglais,Yale,Îles,
169028,"Vieux-Quais, Parc des",268701,"Chauray, Parc de",Parc public,46.751111,-71.349444,21L14,23027,Québec,Ville,1991-02-01,0cca3000849c20c3d45fdf3e84524bfe,Français,Vieux-Quais,Parc des,
241747,"Laval, Parc de",268712,"Laval, Parc",Parc public,45.347221,-73.724721,31H05,67050,Châteauguay,Ville,1991-02-01,a41e6981d1e211d892e2080020a0f4c9,Français,Laval,Parc de,
66099,"Vincennes",268853,"Saint-Luc-de-Vincennes",Bureau de poste,46.495833,-72.419721,31I08,37225,Saint-Luc-de-Vincennes,Municipalité,1991-06-07,ac3d44a8d1e211d892e2080020a0f4c9,Français,Vincennes,,
268855,"Aumond",,,Village,46.467777,-75.894166,31J05,83090,Aumond,Municipalité de canton,2007-03-22,93292c16d1e311d892e2080020a0f4c9,Français,Aumond,,
57138,"Saint-Luc",268857,"Saint-Luc-de-Vincennes",Municipalité de paroisse,46.500000,-72.416666,31I08,37225,Saint-Luc-de-Vincennes,Municipalité,1992-04-24,abb21b9cd1e211d892e2080020a0f4c9,Français,Saint-Luc,,
269050,"Outaouais, Communauté urbaine de l'",,,Communauté urbaine,45.583333,-75.816666,31G12,81017,Gatineau,Ville,2002-01-24,094429fafa9c40f38722d64251c3dd33,Langue amérindienne indéterminée,Outaouais,Communauté urbaine de l',
100263,"Entouré, Lac",269053,"Tour, Lac de la",Lac,47.934638,-72.430716,31P16,90012,La Tuque,Ville,1991-04-12,0cca3040849c20c3893b3a37011e2d34,Français,Entouré,Lac,
204187,"Carré, Lac",269062,"Carré du Nord, Lac",Lac,50.811666,-67.457777,22J14,97904,Lac-Walker,Territoire non organisé,1991-04-12,0cca3188849c20c3001d6edbdb3abcd5,Français,Carré,Lac,
197607,"Dix Kilomètres, Lac",269063,"Fontaine, Lac",Lac,50.158333,-67.248888,22J03,97904,Lac-Walker,Territoire non organisé,1991-04-12,87d9c702d1e211d892e2080020a0f4c9,Français,Dix Kilomètres,Lac,
204204,"Droit, Lac",269064,"Drott, Lac",Lac,50.862777,-67.500555,22J13,97904,Lac-Walker,Territoire non organisé,1991-04-12,87cdb911d1e211d892e2080020a0f4c9,Français,Droit,Lac,
204202,"Garon, Lac",269065,"Garou, Lac",Lac,50.794999,-67.538055,22J13,97904,Lac-Walker,Territoire non organisé,1991-04-12,0cca3103849c20c3d2ea1786b2bc7c78,Français,Garon,Lac,
235853,"Fleurs de Gel, Lac des",269066,"Fleurs de Gel, Baie des",Baie,50.707500,-67.577221,22J12,97904,Lac-Walker,Territoire non organisé,1991-04-12,0cca3146849c20c3410a26f075d5cdb1,Français,Fleurs de Gel,Lac des,
204162,"Quinze-Zéro-Huit, Lac",269067,"Tohi, Lac du",Lac,50.619999,-67.372777,22J11,97904,Lac-Walker,Territoire non organisé,1991-04-12,d759fe41d1e311d892e2080020a0f4c9,Français,Quinze-Zéro-Huit,Lac,
243629,"Hautes Pentes, Lac de",269076,"Arthur-Charron, Lac",Lac,50.156944,-67.284166,22J03,97904,Lac-Walker,Territoire non organisé,1991-04-12,0cca3081849c20c367d7d11fc2d1807f,Français,Hautes Pentes,Lac de,
251660,"Cazier, Lac",269077,"Parent, Lac",Lac,50.047499,-67.116666,22J03,97904,Lac-Walker,Territoire non organisé,1991-04-12,d7656ff2d1e311d892e2080020a0f4c9,Français,Cazier,Lac,
245221,"Contremaître, Lac du",269078,"Harfang, Lac du",Lac,50.386944,-67.072221,22J06,97904,Lac-Walker,Territoire non organisé,1991-04-12,87f7af44d1e211d892e2080020a0f4c9,Français,Contremaître,Lac du,
33419,"La Fayette, Baie",269189,"Fayette-Brown, Baie du",Baie,49.607222,-63.788333,12E12,98020,L'Île-d'Anticosti,Municipalité,1991-04-12,0cd622cd849c20c36694937000ea8396,Français,La Fayette,Baie,
76103,"Kartoum",269190,"Khartoum",Lieu-dit,45.361111,-72.303611,31H08,45093,Eastman,Municipalité,1991-04-12,ab248190d1e211d892e2080020a0f4c9,Indifférencié,Kartoum,,
62811,"Tobin, Batture de",269191,"Rivière des Trois Pistoles, Batture de la",Batture,48.107777,-69.241944,22C03,11045,Notre-Dame-des-Neiges,Municipalité,1991-04-12,0cd6230d849c20c33edf06d4e3475bf8,Anglais,Tobin,Batture de,
268167,"Frayère du Lac des Sept Îles, Baie de la",269199,"Frayère, Baie de la",Baie,48.366666,-64.818054,22A07,02028,Chandler,Ville,1991-04-12,0cb60242849c20c388c279d61397b14f,Français,Frayère du Lac des Sept Îles,Baie de la,
179829,"Saint-Damase-de-Matane",269409,"Saint-Damase-de-Matapédia",Bureau de poste,48.662500,-67.827777,22B12,07105,Saint-Damase,Municipalité de paroisse,1992-04-24,0cd6278f849c20c37f1aeedbaee85231,Français,Saint-Damase-de-Matane,,
278205,"Chertsey",269410,"Chertsey",Municipalité de canton,46.074691,-73.890088,31I04,62047,Chertsey,Municipalité,1992-04-24,abbd3f2dd1e211d892e2080020a0f4c9,Anglais,Chertsey,,
278210,"Lac-Paré",269410,"Chertsey",Municipalité de paroisse,46.074691,-73.890088,31I04,62047,Chertsey,Municipalité,1992-04-24,abbd3f2dd1e211d892e2080020a0f4c9,Français,Lac-Paré,,
56873,"Saint-Jean-de-Boischatel",269411,"Boischatel",Municipalité de village,46.897224,-71.139730,21L14,21045,Boischatel,Municipalité,1992-04-24,0cd627f9849c20c37223bda4623422b3,Français,Saint-Jean-de-Boischatel,,
55752,"Saint-Bonaventure",269412,"Saint-Bonaventure",Municipalité de paroisse,45.966666,-72.683333,31H15,49125,Saint-Bonaventure,Municipalité,1992-04-24,abca377ed1e211d892e2080020a0f4c9,Français,Saint-Bonaventure,,
56369,"Saint-Épiphane",269413,"Saint-Épiphane",Municipalité de paroisse,47.900000,-69.333333,21N14,12030,Saint-Épiphane,Municipalité,1992-04-24,0cd6287e849c20c3bf9ae0a3652ca152,Français,Saint-Épiphane,,
77505,"Wasat, Île",269767,"Nadeau, Île",Île,46.928332,-71.742499,21L13,34128,Saint-Raymond,Ville,2006-06-12,e6423be7bf0d11d892e2080020a0f4c9,Langue amérindienne indéterminée,Wasat,Île,
114633,"Morin, Lac à",269796,"Flammèche, Lac de la",Lac,46.603611,-76.105000,31K09,83088,Montcerf-Lytton,Municipalité,1991-04-12,8cf3c761d1e211d892e2080020a0f4c9,Français,Morin,Lac à,
114629,"Gilles, Lac à",269797,"Bourricot, Lac du",Lac,46.511388,-76.254722,31K09,83902,Lac-Pythonga,Territoire non organisé,1991-04-12,0cd638e6849c20c3932eef3666599405,Français,Gilles,Lac à,
114628,"Brochet, Lac du",269798,"Mule, Lac de la",Lac,46.528610,-76.278054,31K09,83902,Lac-Pythonga,Territoire non organisé,1991-04-12,0ceae509849c20c3234fe453369c242a,Français,Brochet,Lac du,
114625,"Perdu, Lac",269801,"Zeste, Lac du",Lac,46.522499,-76.314722,31K09,83902,Lac-Pythonga,Territoire non organisé,1991-04-12,8d002372d1e211d892e2080020a0f4c9,Français,Perdu,Lac,
76357,"Place-de-la-Magdelaine",269925,"La Magdeleine",Secteur résidentiel,45.412500,-73.473610,31H06,67015,La Prairie,Ville,1991-04-12,0cd63e22849c20c329bc218494fb4bf1,Français,Place-de-la-Magdelaine,,
269983,"Beauséjour, Pont",,,Pont couvert,48.364444,-68.536666,22C07,10043,Rimouski,Ville,2014-05-09,0cd63fab849c20c3b17f726fb4a66248,Français,Beauséjour,Pont,
139306,"Vert, Petit lac",270548,"Osias, Lac",Lac,46.715555,-74.134444,31J09,62908,Lac-Matawin,Territoire non organisé,1991-06-07,8d227885d1e211d892e2080020a0f4c9,Français,Vert,Petit lac,
139299,"Perdu, Premier lac",270554,"Perdu, Lac",Lac,46.804722,-74.165277,31J16,62908,Lac-Matawin,Territoire non organisé,1991-06-07,0cb61564849c20c35945b7ef1b393f2b,Français,Perdu,Premier lac,
139297,"Perdu, Deuxième lac",270555,"Ti-Coq, Lac",Lac,46.808611,-74.169999,31J16,62908,Lac-Matawin,Territoire non organisé,1991-06-07,0cd6426c849c20c3de714135c87997d7,Français,Perdu,Deuxième lac,
139298,"Perdu, Troisième lac",270556,"Solo, Lac",Lac,46.814722,-74.175277,31J16,62908,Lac-Matawin,Territoire non organisé,1991-06-07,8d4590e8d1e211d892e2080020a0f4c9,Français,Perdu,Troisième lac,
36553,"Long, Lac",270558,"Sabot, Lac du",Lac,46.902222,-74.117221,31J16,62906,Baie-de-la-Bouteille,Territoire non organisé,1991-06-07,8d50db89d1e211d892e2080020a0f4c9,Français,Long,Lac,
139286,"Bruneau, Premier lac",270559,"Amherst, Lac",Lac,46.915833,-74.118054,31J16,62906,Baie-de-la-Bouteille,Territoire non organisé,1991-06-07,0cd642ac849c20c37ed4d640a4d816c9,Français,Bruneau,Premier lac,
139284,"Bruneau, Deuxième lac",270560,"André, Lac",Lac,46.925554,-74.124443,31J16,62906,Baie-de-la-Bouteille,Territoire non organisé,1991-06-07,0cd64398849c20c3dfacf53324fe7fce,Français,Bruneau,Deuxième lac,
139287,"Bruneau, Troisième lac",270561,"Bruneau, Lac",Lac,46.936388,-74.140555,31J16,62906,Baie-de-la-Bouteille,Territoire non organisé,1991-06-07,8d5d108ad1e211d892e2080020a0f4c9,Français,Bruneau,Troisième lac,
